28
Fe	-0.615188	-1.894324	2.190466
Fe	0.224416	1.534555	-2.863549
Fe	-1.601848	1.967830	-0.984933
Fe	-2.319254	0.749475	-3.181392
Fe	-1.212940	0.513823	3.067712
Fe	-3.067935	-0.985811	1.758411
Fe	2.108764	-2.046539	1.844485
Fe	-1.243641	0.019997	0.645715
Fe	-2.457021	-1.838142	-2.735004
Fe	1.004901	-0.760335	3.915176
Fe	0.699156	0.932317	-0.513519
Fe	1.106784	1.816110	3.399859
Fe	1.628026	-0.643125	-2.250341
Fe	-2.930454	1.577664	1.271375
Fe	2.628820	1.736654	-1.648415
Fe	0.679986	3.297608	-0.886887
Fe	2.483098	-2.671668	-0.858091
Fe	0.558396	-1.600669	-0.029717
Fe	0.014832	-2.698447	-2.177855
Fe	0.893118	0.125457	1.707787
Fe	-1.868527	-2.284529	-0.217136
Fe	-3.233831	-0.115345	-0.814320
Fe	2.838796	-0.266173	0.075488
Fe	-0.361049	-0.807837	-3.984345
Fe	2.230498	2.159113	0.990036
Fe	3.093846	0.267782	2.652339
Fe	-0.865728	-0.422128	-1.670870
Fe	-0.396839	2.342988	1.329832
